,Unnamed: 0,client_id,province,transaction_method,card_type,amount(eur),time,possible_fraud,hour,mean_amount,std_amount,z_score
16499,16499,user_1207,La Coruña,Online,Mastercard,2262.91,2024-05-27 05:56:29.656802496,Y,5,2634.7223529411763,1566.2029962281765,-0.23739729386075567
16505,16505,user_1129,Baleares,Contactless,Visa,348.28,2024-05-24 05:10:24.562730452,Y,5,1937.9135294117646,954.7283028363432,-1.6650114222959775
16509,16509,user_468,Asturias,Online,Mastercard,1994.5,2024-05-25 03:43:04.362295547,Y,3,1957.501875,1454.095026964509,0.025444090182493353
16512,16512,user_983,Ávila,Online,Visa,3145.93,2024-05-21 03:08:21.351990167,Y,3,2237.742222222222,1228.1054977563795,0.7395030634069646
16517,16517,user_125,Murcia,Physical Card,Mastercard,2280.31,2024-05-05 03:29:52.001512716,Y,3,2715.434,1523.77099884183,-0.28555734446365244
16526,16526,user_1338,Cantabria,Online,Mastercard,3791.83,2024-05-07 02:31:15.389997163,Y,2,2121.998,1289.597831574967,1.2948470903992282
16529,16529,user_86,Barcelona,Online,Mastercard,2480.95,2024-05-11 04:38:49.431785950,Y,4,1752.37,704.3814465898431,1.034354331062112
16538,16538,user_822,Murcia,Physical Card,Mastercard,984.76,2024-05-10 03:53:12.928051432,Y,3,2361.5457142857144,1519.6021226059706,-0.906017235567334
16539,16539,user_1492,Barcelona,Contactless,Mastercard,2040.92,2024-05-22 02:25:20.052945069,Y,2,2389.36125,1304.2294561662325,-0.2671625367396922
16561,16561,user_800,Gerona,Online,Visa,2934.84,2024-05-11 03:58:43.759099933,Y,3,2526.3675,1159.5499129249615,0.3522681477070957
16574,16574,user_1208,Gerona,Contactless,Mastercard,4767.99,2024-05-30 02:35:40.871702751,Y,2,2262.838,1689.2987181686713,1.4829538275597436
16575,16575,user_359,La Rioja,Online,Visa,1288.44,2024-05-30 02:37:47.486054647,Y,2,2950.87375,1265.7115551559752,-1.3134380761777404
16576,16576,user_986,Baleares,Contactless,Visa,1363.72,2024-05-04 02:12:36.282499763,Y,2,2522.511875,1558.7041712106834,-0.7434328440270602
16578,16578,user_1841,Ceuta,Contactless,Visa,3213.85,2024-05-11 04:21:56.516970785,Y,4,2843.476315789474,1093.1107746102432,0.33882538971641313
16580,16580,user_884,Alicante,Online,Mastercard,4314.46,2024-05-26 04:58:13.466956604,Y,4,2645.435,1676.4512338025768,0.9955702655389908
16584,16584,user_1962,Castellón,Online,Mastercard,150.4,2024-05-20 02:58:37.292237874,Y,2,2634.2342105263156,1386.3788236798605,-1.7915984924910227
16593,16593,user_1214,Baleares,Physical Card,Visa,267.84,2024-05-16 02:45:00.425451451,Y,2,2300.2806666666665,1394.4617665990943,-1.4575090657548235
16597,16597,user_360,Málaga,Contactless,Visa,4972.29,2024-05-09 13:30:07.658126122,Y,13,3183.6025,1418.4696214466862,1.2609981017258103
16606,16606,user_350,Valencia,Online,Visa,3602.81,2024-05-10 05:36:37.031294317,Y,5,2054.0924999999997,1203.7755924396097,1.2865500095921703
16607,16607,user_1459,Barcelona,Contactless,Mastercard,2181.84,2024-05-18 05:11:05.406069774,Y,5,2507.9675,1696.6311800721032,-0.19222062156498876
16612,16612,user_1241,Málaga,Online,Mastercard,4980.99,2024-05-04 05:05:38.659355204,Y,5,4035.1,1337.6904665130867,0.7071067811865476
16618,16618,user_951,Burgos,Online,Visa,2516.6,2024-05-11 03:22:51.315117708,Y,3,2383.026,1101.890576525541,0.12122256315248914
16622,16622,user_772,Baleares,Online,Mastercard,4975.63,2024-05-22 19:52:00.771485298,Y,19,2412.7025,2206.002349490665,1.161797266712678
16626,16626,user_1963,Madrid,Online,Visa,2337.49,2024-05-26 02:51:36.605842866,Y,2,2029.3306666666665,1254.1086724982163,0.2457198009160339
16633,16633,user_1604,Barcelona,Physical Card,Mastercard,3144.15,2024-05-14 04:44:48.853171977,Y,4,2116.8775,1470.7900255572076,0.6984494605957221
16637,16637,user_113,Madrid,Contactless,Mastercard,3679.46,2024-05-08 03:29:31.579843055,Y,3,2619.920769230769,1680.0909535620463,0.6306439711033787
16642,16642,user_1651,La Coruña,Online,Mastercard,3264.28,2024-05-20 03:55:35.879739056,Y,3,2335.835,1520.363266152753,0.6106731336316816
16645,16645,user_1040,Barcelona,Contactless,Mastercard,1821.55,2024-05-04 02:08:23.053795972,Y,2,2426.737,1549.2265147047447,-0.3906381631451345
16650,16650,user_1918,Madrid,Physical Card,Mastercard,2943.15,2024-05-03 05:02:14.442658598,Y,5,2773.782,1291.0679723275612,0.13118441757536606
16652,16652,user_1230,Valencia,Online,Visa,4799.37,2024-05-14 03:45:43.651318899,Y,3,2671.6275,1634.4976747678256,1.3017715062226918
16659,16659,user_1003,Asturias,Online,Visa,1115.05,2024-05-03 05:59:13.030159780,Y,5,3326.8385714285714,1526.3060403954441,-1.449112113095961
16662,16662,user_1474,Córdoba,Contactless,Visa,4975.08,2024-05-06 15:41:18.169613311,Y,15,2229.4273333333335,1395.6028036528908,1.9673596667190094
16668,16668,user_379,Valencia,Physical Card,Visa,4682.48,2024-05-29 02:15:23.740190980,Y,2,3520.2226666666666,1055.484781127791,1.1011597268995723
16673,16673,user_1497,Madrid,Physical Card,Visa,622.54,2024-05-05 05:02:43.032996123,Y,5,1309.4642857142858,1026.7545028366021,-0.6690248582465707
16685,16685,user_628,Barcelona,Physical Card,Mastercard,3847.73,2024-05-28 05:59:53.873499102,Y,5,2909.9246666666663,1147.1522815767166,0.8175072729179045
16695,16695,user_1980,Barcelona,Online,Mastercard,4247.96,2024-05-31 05:19:27.779143424,Y,5,3148.7744444444447,1257.739603790781,0.8739373016820416
16697,16697,user_558,León,Online,Mastercard,1087.39,2024-05-29 04:19:53.986952822,Y,4,2674.8370000000004,1616.8830189668433,-0.981794589576646
16711,16711,user_1690,Murcia,Contactless,Mastercard,3513.08,2024-05-08 03:12:38.665027890,Y,3,2316.859375,1537.5688612155175,0.7779948301335484
16712,16712,user_148,Burgos,Contactless,Visa,2647.59,2024-05-18 03:21:21.459771201,Y,3,2918.271111111111,1136.668801329719,-0.2381354276588377
16714,16714,user_1212,Madrid,Online,Visa,4929.27,2024-05-13 04:32:58.179067788,Y,4,2853.94,1366.1250593997609,1.5191361769703906
16716,16716,user_1680,Sevilla,Online,Visa,4138.02,2024-05-06 03:20:36.532097948,Y,3,1655.243,1629.6359081576063,1.5235163802980491
16720,16720,user_839,Valladolid,Online,Discover,4394.23,2024-05-15 03:53:21.096719296,Y,3,2902.9176470588236,1744.0888699423026,0.8550667220246129
16721,16721,user_1053,Valencia,Contactless,Mastercard,557.85,2024-05-24 04:15:32.589581166,Y,4,557.85,,
16729,16729,user_1789,Badajoz,Online,Mastercard,1959.14,2024-05-03 03:06:10.653304339,Y,3,3010.2445454545455,1438.7377768611182,-0.7305740923462308
16731,16731,user_125,Cádiz,Contactless,Visa,3383.45,2024-05-19 04:15:24.420913302,Y,4,2715.434,1523.77099884183,0.4383965835468304
16733,16733,user_1152,León,Physical Card,Visa,662.21,2024-05-27 02:27:34.835964829,Y,2,2677.032,1387.1357458051918,-1.4525052837063577
16735,16735,user_691,Sevilla,Contactless,American Express,2453.85,2024-05-27 05:43:49.970691122,Y,5,2430.7092857142857,947.9160161717044,0.02441219885615115
16742,16742,user_1653,Málaga,Physical Card,Visa,4745.79,2024-05-22 03:39:11.555261416,Y,3,2814.771111111111,1489.9067838898666,1.2960669149027977
16764,16764,user_132,Málaga,Contactless,Visa,2456.44,2024-05-25 04:44:16.178500520,Y,4,2251.4176470588236,1319.3716378002134,0.1553939368311797
16769,16769,user_1219,Lérida,Contactless,Mastercard,2648.05,2024-05-08 03:33:44.808546846,Y,3,2992.6675,1363.3704102465017,-0.2527687981270562
16778,16778,user_997,La Coruña,Contactless,Mastercard,4347.54,2024-05-10 05:13:24.273423466,Y,5,2448.675,1570.1096785723814,1.2093836665770625
16783,16783,user_1135,Valladolid,Physical Card,Mastercard,3734.3,2024-05-29 03:48:14.771674388,Y,3,2845.6647368421054,1511.2141547862486,0.5880273555825623
16788,16788,user_323,Navarra,Online,Mastercard,2517.71,2024-05-06 02:08:51.644133497,Y,2,2712.55125,1416.1705986965342,-0.13758317689926264
16789,16789,user_1644,Granada,Online,Mastercard,750.89,2024-05-16 04:03:05.156471589,Y,4,2418.8688888888887,1633.3629155705448,-1.0211930692122102
16790,16790,user_1484,Tarragona,Online,Visa,3328.3,2024-05-10 02:56:14.340550250,Y,2,2471.8364705882354,1232.5788793873455,0.6948549449731531
16802,16802,user_1447,Madrid,Online,Mastercard,4598.75,2024-05-12 04:35:53.805426869,Y,4,2439.667857142857,1851.0964922785156,1.166380116792036
16816,16816,user_1808,Valencia,Contactless,Mastercard,1766.38,2024-05-16 04:11:31.613879171,Y,4,2392.9894444444444,1530.0624210468256,-0.4095319483866127
16822,16822,user_195,Madrid,Physical Card,Visa,1017.78,2024-05-04 04:36:06.058428665,Y,4,2872.1978571428576,1709.7356887370659,-1.0846225351432328
16825,16825,user_979,Madrid,Online,Visa,358.88,2024-05-16 04:49:30.672213293,Y,4,2172.706111111111,1439.325062594756,-1.2601921263298368
16826,16826,user_897,Jaén,Contactless,Mastercard,4269.84,2024-05-12 04:27:27.348019287,Y,4,2868.5342857142855,1333.708444524229,1.050683693305698
16829,16829,user_981,Orense,Physical Card,Visa,2531.69,2024-05-14 04:19:29.480949229,Y,4,1908.8978571428572,1427.5209108972456,0.43627532045446304
16833,16833,user_1885,Barcelona,Physical Card,Mastercard,517.54,2024-05-04 04:55:05.587595726,Y,4,2022.028181818182,1794.449554893189,-0.8384120789105903
16834,16834,user_1429,Álava,Contactless,American Express,1741.44,2024-05-02 02:37:27.064384986,Y,2,2583.946842105263,1439.9103213281207,-0.5851106347568683
16853,16853,user_1069,Madrid,Online,Mastercard,4986.79,2024-05-28 17:48:56.295736031,Y,17,3006.57375,1433.3315302928581,1.3815479588280615
16855,16855,user_54,Barcelona,Online,Mastercard,3049.9,2024-05-31 05:46:53.765718067,Y,5,2831.368461538462,1519.877014179361,0.1437823826683317
16857,16857,user_1087,Baleares,Online,Mastercard,3018.22,2024-05-11 04:26:09.745674576,Y,4,2024.062105263158,1670.9339572977974,0.5949713873458979
16867,16867,user_1553,Orense,Online,Visa,127.29,2024-05-05 02:09:40.656140682,Y,2,2230.218,1562.5756347895276,-1.3458087744234253
16872,16872,user_365,Tarragona,Online,Visa,2039.03,2024-05-06 03:58:35.590432069,Y,3,2441.6415789473685,1534.3309757577047,-0.26240204056920985
16882,16882,user_1505,León,Online,Visa,3345.77,2024-05-29 03:16:35.556395953,Y,3,1593.3266666666666,1256.5796238148487,1.3946138391239329
16884,16884,user_595,Castellón,Physical Card,Mastercard,1634.35,2024-05-12 05:24:25.935520468,Y,5,2486.0545454545454,1384.3504918145811,-0.615237651512766
16896,16896,user_944,Lérida,Contactless,Visa,838.64,2024-05-09 02:12:44.451167627,Y,2,2409.8233333333333,1721.6831625786047,-0.9125856414719976
16899,16899,user_632,Las Palmas,Online,Mastercard,819.77,2024-05-27 04:51:04.611893731,Y,4,2188.0983333333334,1640.2792521334322,-0.8342044999676821
16901,16901,user_1346,Cantabria,Online,Mastercard,2434.73,2024-05-17 05:20:20.875484542,Y,5,2428.132777777778,1633.6836124710733,0.004038249616915335
16907,16907,user_479,Huesca,Physical Card,Mastercard,4955.22,2024-05-10 09:47:44.139169896,Y,9,2844.9605263157896,1463.6808172984593,1.441748398109878
16913,16913,user_1717,Valladolid,Online,Visa,4093.62,2024-05-09 02:10:37.836815732,Y,2,3124.3325,1723.2976706614397,0.5624608658746495
16917,16917,user_982,Jaén,Online,Mastercard,3022.45,2024-05-13 02:24:14.703602155,Y,2,3248.93,320.2910876062586,-0.7071067811865475
16918,16918,user_1682,Alicante,Online,Visa,3411.73,2024-05-26 04:47:40.395197125,Y,4,2047.2375,1200.1211818663503,1.1369622673253965
16921,16921,user_1054,Alicante,Online,Mastercard,2146.69,2024-05-21 03:59:00.096435662,Y,3,2228.8,1638.986957223882,-0.05009801916854673
16923,16923,user_1535,Vizcaya,Physical Card,Visa,766.13,2024-05-10 05:32:23.802590526,Y,5,2724.9992307692305,1604.8092070319012,-1.2206243721595815
16945,16945,user_1613,Baleares,Online,Visa,4988.58,2024-05-18 07:21:55.495887302,Y,7,2488.248235294118,1375.5346910121682,1.8177162532091775
16946,16946,user_300,Alicante,Online,Visa,2997.98,2024-05-22 02:27:26.667296965,Y,2,2626.588947368421,1475.8697776975625,0.25164215586213123
16953,16953,user_80,La Rioja,Online,American Express,526.85,2024-05-21 03:02:01.508934480,Y,3,1879.716666666667,1252.1157643897523,-1.0804645266374533
16957,16957,user_370,Jaén,Contactless,Visa,1092.14,2024-05-08 04:24:23.552992341,Y,4,2390.416923076923,1771.5545238310929,-0.7328461560806614
16960,16960,user_28,Barcelona,Online,Visa,884.29,2024-05-14 02:02:19.548076014,Y,2,2089.1454545454544,1464.7673535299975,-0.8225575560800343
16966,16966,user_1673,Madrid,Contactless,American Express,2268.61,2024-05-25 04:52:42.635908102,Y,4,2651.1336842105266,1431.182636882327,-0.2672780359072913
16968,16968,user_1438,Asturias,Online,Visa,551.88,2024-05-16 05:57:02.331473953,Y,5,2791.019333333333,1464.609100781632,-1.5288306839950334
16980,16980,user_766,León,Contactless,Visa,3645.22,2024-05-16 04:30:31.143046232,Y,4,2781.4185714285713,1097.5269886841552,0.7870434508467582
16981,16981,user_1309,Albacete,Online,Visa,4068.07,2024-05-15 05:49:24.886073555,Y,5,2957.5049999999997,1262.3480606069713,0.8797613230902502
16988,16988,user_861,Santa Cruz de Tenerife,Online,Visa,3362.02,2024-05-27 03:09:47.123002741,Y,3,2464.958,1415.0074879024494,0.6339627229321372
16995,16995,user_1076,Asturias,Contactless,Visa,1018.44,2024-05-23 05:47:06.018719863,Y,5,3480.499230769231,1267.5375807213863,-1.9423954510035224
16997,16997,user_648,Valladolid,Physical Card,Mastercard,1286.07,2024-05-15 03:49:07.868015505,Y,3,2405.2273333333333,1416.6165503887205,-0.7900213597153273
16999,16999,user_735,Cádiz,Contactless,Mastercard,1592.44,2024-05-19 05:54:35.295452396,Y,5,1861.8125,1304.2478871569367,-0.2065347413268127
17001,17001,user_343,Sevilla,Online,Visa,831.07,2024-05-07 05:24:17.766852604,Y,5,2416.6429411764707,1521.5981422946595,-1.0420444775158133
17002,17002,user_246,Málaga,Online,Mastercard,82.48,2024-05-23 03:34:09.314550439,Y,3,2656.0933333333332,1749.3477459798285,-1.4711845253453737
17018,17018,user_1259,Alicante,Online,Mastercard,2914.93,2024-05-22 04:29:50.299706911,Y,4,2843.091875,1527.1761282062118,0.04703984280082958
17020,17020,user_250,Málaga,Online,Mastercard,3244.96,2024-05-20 05:53:46.283445211,Y,5,2098.1317647058822,1359.0532718644404,0.8438434747453438
17032,17032,user_525,Sevilla,Online,Mastercard,3104.0,2024-05-25 05:15:55.393778954,Y,5,2898.4016666666666,1711.5892240351752,0.12012130623761631
17035,17035,user_453,Madrid,Contactless,Mastercard,950.39,2024-05-01 03:39:27.892597144,Y,3,2323.683,1528.0724407053347,-0.898709356583978
17041,17041,user_546,Málaga,Online,Mastercard,2968.91,2024-05-06 02:42:37.473763827,Y,2,2238.472,1701.072019792225,0.4293986330391925
17043,17043,user_90,Vizcaya,Online,American Express,1681.66,2024-05-18 04:20:26.661624279,Y,4,2991.219,1220.4568110292876,-1.0730072446361842
17049,17049,user_1130,León,Online,Visa,2963.9,2024-05-06 02:48:57.316819514,Y,2,2503.125,1486.7242789569289,0.309926330336971
17062,17062,user_1026,Barcelona,Online,Visa,1154.07,2024-05-20 02:22:44.848255649,Y,2,2919.415833333333,1119.1161035588298,-1.577446547073596
17066,17066,user_786,Valencia,Online,Visa,945.73,2024-05-01 04:40:39.708802117,Y,4,2413.899375,1474.8818360599548,-0.9954488143417056
17073,17073,user_147,Valencia,Online,Visa,933.93,2024-05-24 04:47:11.804859601,Y,4,2458.01,1305.625499168885,-1.167317887840101
17074,17074,user_1743,La Rioja,Online,Visa,126.57,2024-05-10 03:15:13.869717311,Y,3,2383.645882352941,1488.993831375985,-1.5158396460697008
17075,17075,user_97,Madrid,Online,Mastercard,446.62,2024-05-22 04:50:56.443225867,Y,4,2125.397777777778,1518.843430987406,-1.1053000879006984
17084,17084,user_498,Granada,Online,Mastercard,1504.97,2024-05-21 05:14:58.213103904,Y,5,2563.8416666666667,1263.3847401058608,-0.8381228877103124
17097,17097,user_798,Barcelona,Physical Card,Mastercard,3295.92,2024-05-27 02:02:15.463742082,Y,2,2837.362666666667,1159.369346692211,0.3955230786820784
17103,17103,user_1631,Barcelona,Online,American Express,4287.64,2024-05-09 02:10:37.836815732,Y,2,2922.9733333333334,1286.8504222782253,1.0604703103338744
17120,17120,user_814,Lugo,Physical Card,Mastercard,4672.25,2024-05-13 04:37:11.407771579,Y,4,2570.31,1569.4078027959856,1.3393204725089802
17126,17126,user_1021,Madrid,Contactless,Mastercard,152.81,2024-05-28 04:35:29.299423277,Y,4,2943.650588235294,1655.4808002566454,-1.6858187589989788
17128,17128,user_1357,Tarragona,Contactless,Mastercard,4110.26,2024-05-18 02:45:29.015788976,Y,2,3717.2200000000003,1630.9939351001076,0.2409818893507264
17140,17140,user_658,Pontevedra,Online,Visa,1445.11,2024-05-06 05:37:46.464971163,Y,5,2078.9049999999997,1453.8525361849559,-0.43594173702316247
17154,17154,user_449,La Rioja,Online,Mastercard,2853.4,2024-05-15 05:24:05.513850808,Y,5,2482.728,1299.3881136801785,0.28526657747404516
17155,17155,user_642,Lérida,Contactless,Visa,3532.25,2024-05-12 04:08:27.818852226,Y,4,3015.6114285714284,1427.164199651544,0.36200359534993515
17160,17160,user_1089,Soria,Online,Mastercard,1087.35,2024-05-29 04:15:40.758249031,Y,4,2732.62,1347.8665372318856,-1.2206475600906987
17162,17162,user_1104,Álava,Online,Mastercard,1624.05,2024-05-08 02:24:06.534934291,Y,2,2500.00375,1503.635843245188,-0.5825571091132629
17167,17167,user_509,Valladolid,Physical Card,Mastercard,2703.59,2024-05-20 04:14:35.408906117,Y,4,2348.7135714285714,1524.93017488876,0.23271651018205874
17169,17169,user_1260,Lérida,Online,Mastercard,1260.97,2024-05-16 05:16:56.658787936,Y,5,2331.5673333333334,1565.1438304900137,-0.6840248879862701
17170,17170,user_1418,Madrid,Physical Card,Visa,3508.14,2024-05-28 03:46:57.169329677,Y,3,2575.0744444444445,1555.093926019837,0.600005916005136
17171,17171,user_620,Lugo,Online,Mastercard,1084.13,2024-05-17 05:58:19.933818663,Y,5,2253.79125,1242.3626570738782,-0.9414813326367111
17178,17178,user_1716,Córdoba,Contactless,Mastercard,4863.2,2024-05-20 03:07:03.749645457,Y,3,3046.7650000000003,1202.60452689153,1.5104175640308681
17179,17179,user_558,Barcelona,Online,Mastercard,1098.8,2024-05-29 03:16:35.556395953,Y,3,2674.8370000000004,1616.8830189668433,-0.9747378020007021
17182,17182,user_182,Guipúzcoa,Online,Mastercard,4460.79,2024-05-01 02:02:23.632409946,Y,2,2104.0628571428574,1482.0230919068215,1.5902094614631794
17191,17191,user_621,Cantabria,Online,Mastercard,4996.75,2024-05-11 07:46:38.109104661,Y,7,3274.2627272727273,1608.467872337467,1.0708869616550747
17198,17198,user_1025,Madrid,Online,Mastercard,1768.91,2024-05-24 05:58:56.692824052,Y,5,2729.7168421052634,1570.1642687454805,-0.6119148558086361
17200,17200,user_256,Guipúzcoa,Physical Card,Mastercard,3356.78,2024-05-06 04:30:14.805710503,Y,4,2219.6063636363633,1358.7417385601484,0.8369314080015632
17213,17213,user_1225,Murcia,Physical Card,Mastercard,1775.33,2024-05-11 03:20:44.700765812,Y,3,2777.0933333333332,1615.3777301948678,-0.6201418495552045
17214,17214,user_376,Madrid,Online,Visa,1226.48,2024-05-30 04:52:50.804575966,Y,4,2360.768,1190.2382415147863,-0.9529924013837937
17233,17233,user_360,Madrid,Online,American Express,4997.98,2024-05-07 14:54:03.641864422,Y,14,3183.6025,1418.4696214466862,1.2791091698879882
17235,17235,user_610,Madrid,Physical Card,American Express,4590.03,2024-05-03 03:44:09.711638460,Y,3,2681.9917647058824,1379.6444361511922,1.382992737329475
17237,17237,user_1849,Salamanca,Physical Card,Mastercard,4797.27,2024-05-25 05:22:15.236834641,Y,5,2539.4336842105263,1437.6419477247784,1.5705136590948399
17238,17238,user_1943,Madrid,Online,Visa,4642.88,2024-05-01 05:10:12.309728656,Y,5,3758.245,1251.062814749923,0.7071067811865476
